set,arm,gene,in_p1,in_p2,in_sig,kept
full,pericentral,ABCA2,True,True,True,True
full,pericentral,KANSL3,True,True,True,True
full,pericentral,MVK,True,True,True,True
full,pericentral,C1orf52,True,True,True,True
full,pericentral,KDM5C,True,True,True,True
full,pericentral,CHRNA4,True,True,True,True
full,pericentral,GYS2,True,True,True,True
full,pericentral,LUC7L,True,True,True,True
full,pericentral,CCDC9,True,True,True,True
full,pericentral,NADK,True,True,True,True
full,pericentral,ELL2,True,True,True,True
full,pericentral,CCDC125,True,True,True,True
full,pericentral,VPS52,True,True,True,True
full,pericentral,CHERP,True,True,True,True
full,pericentral,KANSL1,True,True,True,True
full,pericentral,RAB26,True,True,True,True
full,pericentral,SUGP2,True,True,True,True
full,pericentral,ANKHD1,True,True,True,True
full,pericentral,ARHGEF10L,True,True,True,True
full,pericentral,COBL,True,True,True,True
full,pericentral,TEF,True,True,True,True
full,pericentral,PNISR,True,True,True,True
full,pericentral,FZR1,True,True,True,True
full,pericentral,GPT,True,True,True,True
full,pericentral,PRPF3,True,True,True,True
full,pericentral,CHAD,True,True,True,True
full,pericentral,DDX46,True,True,True,True
full,pericentral,SLC17A4,True,True,True,True
full,pericentral,MLYCD,True,True,True,True
full,pericentral,PHLDB2,True,True,True,True
full,pericentral,BRF1,True,True,True,True
full,pericentral,IGSF8,True,True,True,True
full,pericentral,BRD1,True,True,True,True
full,pericentral,XPC,True,True,True,True
full,pericentral,SYMPK,True,True,True,True
full,pericentral,FYB2,True,True,True,True
full,pericentral,TRIM66,True,True,True,True
full,pericentral,SLC13A5,True,True,True,True
full,pericentral,F11,True,True,True,True
full,pericentral,SAFB2,True,True,True,True
full,pericentral,MACF1,True,True,True,True
full,pericentral,CENPV,True,True,True,True
full,pericentral,ZFAND2B,True,True,True,True
full,pericentral,RDH5,True,True,True,True
full,pericentral,VPS9D1,True,True,True,True
full,pericentral,OSGIN1,True,True,True,True
full,pericentral,RBM6,True,True,True,True
full,pericentral,MTHFD1,True,True,True,True
full,pericentral,ITGA1,True,True,True,True
full,pericentral,MDM4,True,True,True,True
full,pericentral,R3HDM2,True,True,True,True
full,pericentral,ANAPC2,True,True,True,True
full,pericentral,CFI,True,True,True,True
full,pericentral,CTIF,True,True,True,True
full,pericentral,RBP5,True,True,True,True
full,pericentral,AP3D1,True,True,True,True
full,pericentral,PHRF1,True,True,True,True
full,pericentral,LARP4,True,True,True,True
full,pericentral,PTOV1,True,True,True,True
full,pericentral,PTPRF,True,True,True,True
full,pericentral,PI4K2B,True,True,True,True
full,pericentral,BAG6,True,True,True,True
full,pericentral,DHTKD1,True,True,True,True
full,pericentral,TBCD,True,True,True,True
full,pericentral,QTRT1,True,True,True,True
full,pericentral,DMTF1,True,True,True,True
full,pericentral,TPRA1,True,True,True,True
full,pericentral,ARHGAP1,True,True,True,True
full,pericentral,KCTD3,True,True,True,True
full,pericentral,N4BP2L2,True,True,True,True
full,pericentral,EFNA1,True,True,True,True
full,pericentral,SLC22A25,True,True,True,True
full,pericentral,FAM193B,True,True,True,True
full,pericentral,PPP1R12B,True,True,True,True
full,pericentral,ANKRD10,True,True,True,True
full,pericentral,GAS2,True,True,True,True
full,pericentral,RALGPS2,True,True,True,True
full,pericentral,U2SURP,True,True,True,True
full,pericentral,EXOC3L4,True,True,True,True
full,pericentral,PMF1,True,True,True,True
full,pericentral,IDH1,True,True,True,True
full,pericentral,PACSIN3,True,True,True,True
full,pericentral,IL6R,True,True,True,True
full,pericentral,SLC22A18,True,True,True,True
full,pericentral,SRP54,True,True,True,True
full,pericentral,MLLT10,True,True,True,True
full,pericentral,SGSM3,True,True,True,True
full,pericentral,CCS,True,True,True,True
full,pericentral,DNPEP,True,True,True,True
full,pericentral,CARS2,True,True,True,True
full,pericentral,ASXL1,True,True,True,True
full,pericentral,ALAD,True,True,True,True
full,pericentral,CFHR2,True,True,True,True
full,pericentral,ATF6B,True,True,True,True
full,pericentral,CDK9,True,True,True,True
full,pericentral,KIAA1217,True,True,True,True
full,pericentral,SUN1,True,True,True,True
full,pericentral,BHLHE40,True,True,True,True
full,pericentral,SRSF4,True,True,True,True
full,pericentral,PDE8A,True,True,True,True
full,pericentral,AASS,True,True,True,True
full,pericentral,SETBP1,True,True,True,True
full,pericentral,FAXDC2,True,True,True,True
full,pericentral,EIF5,True,True,True,True
full,pericentral,PCED1A,True,True,True,True
full,pericentral,BPHL,True,True,True,True
full,pericentral,MAT2A,True,True,True,True
full,pericentral,IL17RC,True,True,True,True
full,pericentral,AKAP17A,True,True,True,True
full,pericentral,PATJ,True,True,True,True
full,pericentral,HSF1,True,True,True,True
full,pericentral,SAR1B,True,True,True,True
full,pericentral,MAPK14,True,True,True,True
full,pericentral,NR1I2,True,True,True,True
full,pericentral,SH3PXD2A,True,True,True,True
full,pericentral,ARVCF,True,True,True,True
full,pericentral,AKT2,True,True,True,True
full,pericentral,HDAC6,True,True,True,True
full,pericentral,SLC28A1,True,True,True,True
full,pericentral,CYTH1,True,True,True,True
full,pericentral,PTGR1,True,True,True,True
full,pericentral,LARP1B,True,True,True,True
full,pericentral,WWP1,True,True,True,True
full,pericentral,RBFOX2,True,True,True,True
full,pericentral,SAFB,True,True,True,True
full,pericentral,DGLUCY,True,True,True,True
full,pericentral,DHRS1,True,True,True,True
full,pericentral,DMAP1,True,True,True,True
full,pericentral,COG3,True,True,True,True
full,pericentral,DVL3,True,True,True,True
full,pericentral,MSL1,True,True,True,True
full,pericentral,ACBD4,True,True,True,True
full,pericentral,ASL,True,True,True,True
full,pericentral,NPEPPS,True,True,True,True
full,pericentral,MON2,True,True,True,True
full,pericentral,TOB1,True,True,True,True
full,pericentral,BSDC1,True,True,True,True
full,pericentral,PPP1R10,True,True,True,True
full,pericentral,FOLH1,True,True,True,True
full,pericentral,HDHD3,True,True,True,True
full,pericentral,ANAPC5,True,True,True,True
full,pericentral,ZMYM3,True,True,True,True
full,pericentral,LMO7,True,True,True,True
full,pericentral,TOM1L1,True,True,True,True
full,pericentral,DGCR8,True,True,True,True
full,pericentral,DPYD,True,True,True,True
full,pericentral,ZNF444,True,True,True,True
full,pericentral,MINK1,True,True,True,True
full,pericentral,RBM15,True,True,True,True
full,pericentral,C19orf12,True,True,True,True
full,pericentral,ITCH,True,True,True,True
full,pericentral,NPLOC4,True,True,True,True
full,pericentral,DPP9,True,True,True,True
full,pericentral,SYNE2,True,True,True,True
full,pericentral,SLC47A1,True,True,True,True
full,pericentral,NMT1,True,True,True,True
full,pericentral,NCOR1,True,True,True,True
full,pericentral,SLC30A10,True,True,True,True
full,pericentral,CHRD,True,True,True,True
full,pericentral,WWC2,True,True,True,True
full,pericentral,CHID1,True,True,True,True
full,pericentral,DDX17,True,True,True,True
full,pericentral,RBM39,True,True,True,True
full,pericentral,SLC51A,True,True,True,True
full,pericentral,DCAF8,True,True,True,True
full,pericentral,ACACB,True,True,True,True
full,pericentral,SMG5,True,True,True,True
full,pericentral,FOXP4,True,True,True,True
full,pericentral,NR1D1,True,True,True,True
full,pericentral,SLC25A13,True,True,True,True
full,pericentral,SLC2A4RG,True,True,True,True
full,pericentral,RAB4A,True,True,True,True
full,pericentral,GTPBP6,True,True,True,True
full,pericentral,ARHGAP29,True,True,True,True
full,pericentral,CGGBP1,True,True,True,True
full,pericentral,ANGPTL4,True,True,True,True
full,pericentral,IGFBP1,True,True,True,True
full,pericentral,CAMSAP3,True,True,True,True
full,pericentral,GPBP1L1,True,True,True,True
full,pericentral,CYB5B,True,True,True,True
full,pericentral,IL6ST,True,True,True,True
full,pericentral,CAPN3,True,True,True,True
full,pericentral,RTKN,True,True,True,True
full,pericentral,BRWD1,True,True,True,True
full,pericentral,FLNB,True,True,True,True
full,pericentral,CCL16,True,True,True,True
full,pericentral,ARHGEF26,True,True,True,True
full,pericentral,SLC35C2,True,True,True,True
full,pericentral,HOGA1,True,True,True,True
full,pericentral,NSUN6,True,True,True,True
full,pericentral,TCEA3,True,True,True,True
full,pericentral,PKD2,True,True,True,True
full,pericentral,SAT2,True,True,True,True
full,pericentral,CDC34,True,True,True,True
full,pericentral,TCF25,True,True,True,True
full,pericentral,HPN,True,True,True,True
full,pericentral,TTC17,True,True,True,True
full,pericentral,PIK3R1,True,True,True,True
full,pericentral,ARMC6,True,True,True,True
full,pericentral,SIRT5,True,True,True,True
full,pericentral,PROX1,True,True,True,True
full,pericentral,PDXDC1,True,True,True,True
full,pericentral,SPON2,True,True,True,True
full,pericentral,OXA1L,True,True,True,True
full,pericentral,EHBP1,True,True,True,True
full,pericentral,AS3MT,True,True,True,True
full,pericentral,PSD4,True,True,True,True
full,pericentral,GATD1,True,True,True,True
full,pericentral,CLUH,True,True,True,True
full,pericentral,PNN,True,True,True,True
full,pericentral,TMUB2,True,True,True,True
full,pericentral,FNDC3B,True,True,True,True
full,pericentral,SEC14L2,True,True,True,True
full,pericentral,LRRC3,True,True,True,True
full,pericentral,PABPC1L,True,True,True,True
full,pericentral,TNFSF10,True,True,True,True
full,pericentral,INTS3,True,True,True,True
full,pericentral,MLIP,True,True,True,True
full,pericentral,PHKA2,True,True,True,True
full,pericentral,CYP4F2,True,True,True,True
full,pericentral,TRA2A,True,True,True,True
full,pericentral,NCOR2,True,True,True,True
full,pericentral,ASGR1,True,True,True,True
full,pericentral,SORBS2,True,True,True,True
full,pericentral,GCGR,True,True,True,True
full,pericentral,GAK,True,True,True,True
full,pericentral,SHFL,True,True,True,True
full,pericentral,DNAJC25,True,True,True,True
full,pericentral,TMEM63A,True,True,True,True
full,pericentral,XYLB,True,True,True,True
full,pericentral,SIK2,True,True,True,True
full,pericentral,PMM1,True,True,True,True
full,pericentral,SLC22A7,True,True,True,True
full,pericentral,NFIC,True,True,True,True
full,pericentral,HNRNPDL,True,True,True,True
full,pericentral,TRIM44,True,True,True,True
full,pericentral,NMD3,True,True,True,True
full,pericentral,MTFR1L,True,True,True,True
full,pericentral,TPCN1,True,True,True,True
full,pericentral,ACADM,True,True,True,True
full,pericentral,ZBTB16,True,True,True,True
full,pericentral,LUC7L3,True,True,True,True
full,pericentral,LPP,True,True,True,True
full,pericentral,RBM33,True,True,True,True
full,pericentral,NHSL1,True,True,True,True
full,pericentral,GPD1,True,True,True,True
full,pericentral,ERBB3,True,True,True,True
full,pericentral,EXOC3,True,True,True,True
full,pericentral,BHMT,True,True,True,True
full,pericentral,POGZ,True,True,True,True
full,pericentral,FBXO7,True,True,True,True
full,pericentral,REPS1,True,True,True,True
full,pericentral,IMMP2L,True,True,True,True
full,pericentral,LRP5,True,True,True,True
full,pericentral,GSDMD,True,True,True,True
full,pericentral,HECTD1,True,True,True,True
full,pericentral,ONECUT1,True,True,True,True
full,pericentral,LEAP2,True,True,True,True
full,pericentral,INSIG1,True,True,True,True
full,pericentral,ILVBL,True,True,True,True
full,pericentral,OGA,True,True,True,True
full,pericentral,MAP2K3,True,True,True,True
full,pericentral,SNX1,True,True,True,True
full,pericentral,PCCA,True,True,True,True
full,pericentral,PHPT1,True,True,True,True
full,pericentral,HGD,True,True,True,True
full,pericentral,MTSS1,True,True,True,True
full,pericentral,ZCCHC14,True,True,True,True
full,pericentral,PC,True,True,True,True
full,pericentral,ADK,True,True,True,True
full,pericentral,GLYCTK,True,True,True,True
full,pericentral,CLINT1,True,True,True,True
full,pericentral,CYP4A11,True,True,True,True
full,pericentral,SELENOO,True,True,True,True
full,pericentral,SATB1,True,True,True,True
full,pericentral,RSRP1,True,True,True,True
full,pericentral,ARAF,True,True,True,True
full,pericentral,CFHR4,True,True,True,True
full,pericentral,OBSL1,True,True,True,True
full,pericentral,CPED1,True,True,True,True
full,pericentral,SCCPDH,True,True,True,True
full,pericentral,TKFC,True,True,True,True
full,pericentral,ERN1,True,True,True,True
full,pericentral,KDM2A,True,True,True,True
full,pericentral,COL27A1,True,True,True,True
full,pericentral,ADGRG6,True,True,True,True
full,pericentral,ITIH4,True,True,True,True
full,pericentral,SLC66A2,True,True,True,True
full,pericentral,ZFAND3,True,True,True,True
full,pericentral,MTMR10,True,True,True,True
full,pericentral,A1CF,True,True,True,True
full,pericentral,EPHX2,True,True,True,True
full,pericentral,MOGS,True,True,True,True
full,pericentral,DCAF6,True,True,True,True
full,pericentral,MACO1,True,True,True,True
full,pericentral,CBS,True,True,True,True
full,pericentral,TBC1D8,True,True,True,True
full,pericentral,HNRNPA2B1,True,True,True,True
full,pericentral,SLC43A1,True,True,True,True
full,pericentral,UBR4,True,True,True,True
full,pericentral,SDR39U1,True,True,True,True
full,pericentral,PLEKHG3,True,True,True,True
full,pericentral,FAM20A,True,True,True,True
full,pericentral,ADH1C,True,True,True,True
full,pericentral,DNM2,True,True,True,True
full,pericentral,ACAA1,True,True,True,True
full,pericentral,DAPK1,True,True,True,True
full,pericentral,ARGLU1,True,True,True,True
full,pericentral,PVR,True,True,True,True
full,pericentral,PPFIBP2,True,True,True,True
full,pericentral,ETNK2,True,True,True,True
full,pericentral,GGNBP2,True,True,True,True
full,pericentral,PLEKHA6,True,True,True,True
full,pericentral,KIAA0319L,True,True,True,True
full,pericentral,CHTOP,True,True,True,True
full,pericentral,SLC2A2,True,True,True,True
full,pericentral,SORD,True,True,True,True
full,pericentral,RSAD1,True,True,True,True
full,pericentral,CEBPB,True,True,True,True
full,pericentral,CHD2,True,True,True,True
full,pericentral,APOC4,True,True,True,True
full,pericentral,RREB1,True,True,True,True
full,pericentral,MGAT4B,True,True,True,True
full,pericentral,TSPAN9,True,True,True,True
full,pericentral,C4BPB,True,True,True,True
full,pericentral,FBXW2,True,True,True,True
full,pericentral,JMJD1C,True,True,True,True
full,pericentral,FARP1,True,True,True,True
full,pericentral,DPP7,True,True,True,True
full,pericentral,AMT,True,True,True,True
full,pericentral,FZD5,True,True,True,True
full,pericentral,UGP2,True,True,True,True
full,pericentral,FUOM,True,True,True,True
full,pericentral,ELP2,True,True,True,True
full,pericentral,PROZ,True,True,True,True
full,pericentral,NUDCD3,True,True,True,True
full,pericentral,TDO2,True,True,True,True
full,pericentral,DIO1,True,True,True,True
full,pericentral,MBNL3,True,True,True,True
full,pericentral,HNMT,True,True,True,True
full,pericentral,SLC39A5,True,True,True,True
full,pericentral,DVL1,True,True,True,True
full,pericentral,FGFR4,True,True,True,True
full,pericentral,LRRFIP2,True,True,True,True
full,pericentral,ABCA1,True,True,True,True
full,pericentral,C8B,True,True,True,True
full,pericentral,LUC7L2,True,True,True,True
full,pericentral,MACROD1,True,True,True,True
full,pericentral,SND1,True,True,True,True
full,pericentral,RXRA,True,True,True,True
full,pericentral,RALGAPA2,True,True,True,True
full,pericentral,UQCC1,True,True,True,True
full,pericentral,ABCA10,True,True,True,True
full,pericentral,COL18A1,True,True,True,True
full,pericentral,LTBP3,True,True,True,True
full,pericentral,XRN1,True,True,True,True
full,pericentral,EVA1A,True,True,True,True
full,pericentral,SORL1,True,True,True,True
full,pericentral,MYO1B,True,True,True,True
full,pericentral,SLC27A5,True,True,True,True
full,pericentral,N4BP2L1,True,True,True,True
full,pericentral,FBXO21,True,True,True,True
full,pericentral,CLSTN3,True,True,True,True
full,pericentral,NUDT5,True,True,True,True
full,pericentral,KLHDC10,True,True,True,True
full,pericentral,ALDH1A1,True,True,True,True
full,pericentral,ETFDH,True,True,True,True
full,pericentral,PSKH1,True,True,True,True
full,pericentral,AGXT,True,True,True,True
full,pericentral,H6PD,True,True,True,True
full,pericentral,SNRNP200,True,True,True,True
full,pericentral,ADH1A,True,True,True,True
full,pericentral,CRYZ,True,True,True,True
full,pericentral,HSD17B4,True,True,True,True
full,pericentral,IER2,True,True,True,True
full,pericentral,F5,True,True,True,True
full,pericentral,HERPUD1,True,True,True,True
full,pericentral,TRIP6,True,True,True,True
full,pericentral,MPC1,True,True,True,True
full,pericentral,KLKB1,True,True,True,True
full,pericentral,SMARCA2,True,True,True,True
full,pericentral,TMEM120A,True,True,True,True
full,pericentral,SLC35D2,True,True,True,True
full,pericentral,CITED2,True,True,True,True
full,pericentral,DUS1L,True,True,True,True
full,pericentral,PRKAB2,True,True,True,True
full,pericentral,AFM,True,True,True,True
full,pericentral,HBS1L,True,True,True,True
full,pericentral,BDH2,True,True,True,True
full,pericentral,NRBP2,True,True,True,True
full,pericentral,FN3K,True,True,True,True
full,pericentral,MAN2A1,True,True,True,True
full,pericentral,SREBF2,True,True,True,True
full,pericentral,RGN,True,True,True,True
full,pericentral,IFRD2,True,True,True,True
full,pericentral,PRKAA1,True,True,True,True
full,pericentral,RBM23,True,True,True,True
full,pericentral,C11orf54,True,True,True,True
full,pericentral,SLC41A2,True,True,True,True
full,pericentral,NBR1,True,True,True,True
full,pericentral,EDEM1,True,True,True,True
full,pericentral,CTSH,True,True,True,True
full,pericentral,CTDSP1,True,True,True,True
full,pericentral,AFF1,True,True,True,True
full,pericentral,AIG1,True,True,True,True
full,pericentral,HAO2,True,True,True,True
full,pericentral,HNF4A,True,True,True,True
full,pericentral,USP9X,True,True,True,True
full,pericentral,MCL1,True,True,True,True
full,pericentral,PALM3,True,True,True,True
full,pericentral,FMO5,True,True,True,True
full,pericentral,ACSL1,True,True,True,True
full,pericentral,SORBS1,True,True,True,True
full,pericentral,SERINC5,True,True,True,True
full,pericentral,LDHD,True,True,True,True
full,pericentral,MMUT,True,True,True,True
full,pericentral,MTSS2,True,True,True,True
full,pericentral,RAP2C,True,True,True,True
full,pericentral,BOK,True,True,True,True
full,pericentral,PTPRK,True,True,True,True
full,pericentral,TTPAL,True,True,True,True
full,pericentral,STIMATE,True,True,True,True
full,pericentral,CGNL1,True,True,True,True
full,pericentral,GOLIM4,True,True,True,True
full,pericentral,PPP2R1B,True,True,True,True
full,pericentral,COL6A1,True,True,True,True
full,pericentral,C6,True,True,True,True
full,pericentral,GPT2,True,True,True,True
full,pericentral,SEC16A,True,True,True,True
full,pericentral,BAAT,True,True,True,True
full,pericentral,SHMT1,True,True,True,True
full,pericentral,ARRDC3,True,True,True,True
full,pericentral,MAOA,True,True,True,True
full,pericentral,TMEM41B,True,True,True,True
full,pericentral,LTBR,True,True,True,True
full,pericentral,LPIN2,True,True,True,True
full,pericentral,GHR,True,True,True,True
full,pericentral,TMEM205,True,True,True,True
full,pericentral,SLC39A14,True,True,True,True
full,pericentral,TMEM37,True,True,True,True
full,pericentral,COPG1,True,True,True,True
full,pericentral,HGFAC,True,True,True,True
full,pericentral,CCDC50,True,True,True,True
full,pericentral,TNFRSF1A,True,True,True,True
full,pericentral,OGDHL,True,True,True,True
full,pericentral,LRRC75B,True,True,True,True
full,pericentral,STAU1,True,True,True,True
full,pericentral,AGXT2,True,True,True,True
full,pericentral,AKR1A1,True,True,True,True
full,pericentral,NFIA,True,True,True,True
full,pericentral,PHGDH,True,True,True,True
full,pericentral,CYP4F11,True,True,True,True
full,pericentral,DCTD,True,True,True,True
full,pericentral,IVD,True,True,True,True
full,pericentral,NELFCD,True,True,True,True
full,pericentral,HJV,True,True,True,True
full,pericentral,TFPI,True,True,True,True
full,pericentral,TMEM220,True,True,True,True
full,pericentral,TXNDC11,True,True,True,True
full,pericentral,CSRP1,True,True,True,True
full,pericentral,PSMD3,True,True,True,True
full,pericentral,FST,True,True,True,True
full,pericentral,DCAF11,True,True,True,True
full,pericentral,CHDH,True,True,True,True
full,pericentral,SLC22A10,True,True,True,True
full,pericentral,ZDHHC14,True,True,True,True
full,pericentral,PLPP3,True,True,True,True
full,pericentral,SLC35D1,True,True,True,True
full,pericentral,PAPSS2,True,True,True,True
full,pericentral,SLC38A10,True,True,True,True
full,pericentral,HNRNPD,True,True,True,True
full,pericentral,KYNU,True,True,True,True
full,pericentral,ZCCHC24,True,True,True,True
full,pericentral,LRP1,True,True,True,True
full,pericentral,UCK1,True,True,True,True
full,pericentral,CFHR3,True,True,True,True
full,pericentral,SMLR1,True,True,True,True
full,pericentral,AP1M1,True,True,True,True
full,pericentral,ACOX1,True,True,True,True
full,pericentral,TMEM175,True,True,True,True
full,pericentral,SORBS3,True,True,True,True
full,pericentral,UAP1,True,True,True,True
full,pericentral,PKLR,True,True,True,True
full,pericentral,CTNND1,True,True,True,True
full,pericentral,STAT2,True,True,True,True
full,pericentral,HIPK2,True,True,True,True
full,pericentral,AUTS2,True,True,True,True
full,pericentral,NDST1,True,True,True,True
full,pericentral,IL1RAP,True,True,True,True
full,pericentral,ANO1,True,True,True,True
full,pericentral,HDLBP,True,True,True,True
full,pericentral,GSTZ1,True,True,True,True
full,pericentral,CNNM3,True,True,True,True
full,pericentral,SLC25A15,True,True,True,True
full,pericentral,TCIM,True,True,True,True
full,pericentral,SNTB1,True,True,True,True
full,pericentral,AR,True,True,True,True
full,pericentral,GRINA,True,True,True,True
full,pericentral,ABCC3,True,True,True,True
full,pericentral,CRYL1,True,True,True,True
full,pericentral,MIA2,True,True,True,True
full,pericentral,TAT,True,True,True,True
full,pericentral,BDH1,True,True,True,True
full,pericentral,IQSEC1,True,True,True,True
full,pericentral,PIK3C2G,True,True,True,True
full,pericentral,SIL1,True,True,True,True
full,pericentral,HSD17B8,True,True,True,True
full,pericentral,SLC25A18,True,True,True,True
full,pericentral,P4HA1,True,True,True,True
full,pericentral,DPYS,True,True,True,True
full,pericentral,EXT1,True,True,True,True
full,pericentral,ARL6IP4,True,True,True,True
full,pericentral,CYB5A,True,True,True,True
full,pericentral,SCAP,True,True,True,True
full,pericentral,PAWR,True,True,True,True
full,pericentral,SLC6A1,True,True,True,True
full,pericentral,CP,True,True,True,True
full,pericentral,GSTK1,True,True,True,True
full,pericentral,DOCK5,True,True,True,True
full,pericentral,ASPDH,True,True,True,True
full,pericentral,SLC25A47,True,True,True,True
full,pericentral,EGR1,True,True,True,True
full,pericentral,VKORC1,True,True,True,True
full,pericentral,POR,True,True,True,True
full,pericentral,ANGEL1,True,True,True,True
full,pericentral,KMO,True,True,True,True
full,pericentral,BHMT2,True,True,True,True
full,pericentral,ENTPD5,True,True,True,True
full,pericentral,AGPAT3,True,True,True,True
full,pericentral,LECT2,True,True,True,True
full,pericentral,SCP2,True,True,True,True
full,pericentral,F12,True,True,True,True
full,pericentral,MST1,True,True,True,True
full,pericentral,NUCKS1,True,True,True,True
full,pericentral,ACBD5,True,True,True,True
full,pericentral,CNDP2,True,True,True,True
full,pericentral,PLXNB2,True,True,True,True
full,pericentral,DHRS3,True,True,True,True
full,pericentral,ALDH5A1,True,True,True,True
full,pericentral,ADH6,True,True,True,True
full,pericentral,GUCD1,True,True,True,True
full,pericentral,F7,True,True,True,True
full,pericentral,ITIH3,True,True,True,True
full,pericentral,ACP2,True,True,True,True
full,pericentral,KCNK5,True,True,True,True
full,pericentral,SMOC1,True,True,True,True
full,pericentral,TBC1D9B,True,True,True,True
full,pericentral,C1RL,True,True,True,True
full,pericentral,ARG1,True,True,True,True
full,pericentral,ACADSB,True,True,True,True
full,pericentral,TOR1AIP2,True,True,True,True
full,pericentral,TMED4,True,True,True,True
full,pericentral,EIF4EBP2,True,True,True,True
full,pericentral,EGFR,True,True,True,True
full,pericentral,ACY1,True,True,True,True
full,pericentral,LRRC47,True,True,True,True
full,pericentral,MSRA,True,True,True,True
full,pericentral,CEBPD,True,True,True,True
full,pericentral,HAGH,True,True,True,True
full,pericentral,SCARB1,True,True,True,True
full,pericentral,NFKBIZ,True,True,True,True
full,pericentral,SLCO2B1,True,True,True,True
full,pericentral,SUN2,True,True,True,True
full,pericentral,GRHPR,True,True,True,True
full,pericentral,DMGDH,True,True,True,True
full,pericentral,FH,True,True,True,True
full,pericentral,SQSTM1,True,True,True,True
full,pericentral,ASPH,True,True,True,True
full,pericentral,DEPP1,True,True,True,True
full,pericentral,CFH,True,True,True,True
full,pericentral,KNG1,True,True,True,True
full,pericentral,PROC,True,True,True,True
full,pericentral,SPATS2L,True,True,True,True
full,pericentral,DGAT2,True,True,True,True
full,pericentral,TTC36,True,True,True,True
full,pericentral,ACOT12,True,True,True,True
full,pericentral,PLGLB2,True,True,True,True
full,pericentral,INSR,True,True,True,True
full,pericentral,CYP2B6,True,True,True,True
full,pericentral,APOL1,True,True,True,True
full,pericentral,SLC25A10,True,True,True,True
full,pericentral,PCK1,True,True,True,True
full,pericentral,SLC25A11,True,True,True,True
full,pericentral,KHK,True,True,True,True
full,pericentral,HYAL1,True,True,True,True
full,pericentral,WSB1,True,True,True,True
full,pericentral,ST3GAL1,True,True,True,True
full,pericentral,GLYATL1,True,True,True,True
full,pericentral,STARD10,True,True,True,True
full,pericentral,MYH14,True,True,True,True
full,pericentral,MAF,True,True,True,True
full,pericentral,ADH1B,True,True,True,True
full,pericentral,SLC5A9,True,True,True,True
full,pericentral,LMAN1,True,True,True,True
full,pericentral,HAAO,True,True,True,True
full,pericentral,OAZ1,True,True,True,True
full,pericentral,FOXP1,True,True,True,True
full,pericentral,WDR13,True,True,True,True
full,pericentral,EIF6,True,True,True,True
full,pericentral,REEP6,True,True,True,True
full,pericentral,DDX5,True,True,True,True
full,pericentral,DIAPH1,True,True,True,True
full,pericentral,MIA3,True,True,True,True
full,pericentral,BCL3,True,True,True,True
full,pericentral,PIPOX,True,True,True,True
full,pericentral,DCXR,True,True,True,True
full,pericentral,CYP3A5,True,True,True,True
full,pericentral,SLC25A1,True,True,True,True
full,pericentral,POLD4,True,True,True,True
full,pericentral,ECE1,True,True,True,True
full,pericentral,TIMM13,True,True,True,True
full,pericentral,SOD2,True,True,True,True
full,pericentral,AZGP1,True,True,True,True
full,pericentral,FBXO17,True,True,True,True
full,pericentral,DDRGK1,True,True,True,True
full,pericentral,SRPRA,True,True,True,True
full,pericentral,TNK2,True,True,True,True
full,pericentral,SLC38A3,True,True,True,True
full,pericentral,GOT2,True,True,True,True
full,pericentral,ECI1,True,True,True,True
full,pericentral,C2orf72,True,True,True,True
full,pericentral,MASP2,True,True,True,True
full,pericentral,TENM1,True,True,True,True
full,pericentral,C8A,True,True,True,True
full,pericentral,AKT1,True,True,True,True
full,pericentral,PON1,True,True,True,True
full,pericentral,TMPRSS6,True,True,True,True
full,pericentral,EHHADH,True,True,True,True
full,pericentral,CPS1,True,True,True,True
full,pericentral,SPP2,True,True,True,True
full,pericentral,TGOLN2,True,True,True,True
full,pericentral,B4GALT1,True,True,True,True
full,pericentral,EPAS1,True,True,True,True
full,periportal,CRP,True,True,True,True
full,periportal,FGFR2,True,True,True,True
full,periportal,HAMP,True,True,True,True
full,periportal,HAL,True,True,True,True
full,periportal,APOA1,True,True,True,True
full,periportal,ASS1,True,True,True,True
full,periportal,SERPINA1,True,True,True,True
full,periportal,FABP1,True,True,True,True
full,periportal,HP,True,True,True,True
full,periportal,IGFBP2,True,True,True,True
