set,arm,gene,in_p1,in_p2,in_sig,kept
full,periportal,ALDOB,True,True,True,True
full,periportal,COX6A1,True,True,True,True
full,periportal,SERPINA11,True,True,True,True
full,periportal,SDS,True,True,True,True
full,periportal,TTR,True,True,True,True
full,periportal,RDH11,True,True,True,True
full,periportal,NNMT,True,True,True,True
full,periportal,COX8A,True,True,True,True
full,periportal,HRG,True,True,True,True
full,periportal,FGA,True,True,True,True
full,periportal,ORM1,True,True,True,True
full,periportal,FTL,True,True,True,True
full,periportal,COX4I1,True,True,True,True
full,periportal,APOC3,True,True,True,True
full,periportal,PRDX4,True,True,True,True
full,periportal,A2M,True,True,True,True
full,periportal,ALB,True,True,True,True
full,periportal,IFITM3,True,True,True,True
full,periportal,VTN,True,True,True,True
full,periportal,ROMO1,True,True,True,True
full,periportal,NDUFA2,True,True,True,True
full,periportal,HSPA8,True,True,True,True
full,periportal,SERPINA3,True,True,True,True
full,periportal,AMBP,True,True,True,True
full,periportal,PCOLCE,True,True,True,True
full,periportal,TF,True,True,True,True
full,periportal,LRG1,True,True,True,True
full,periportal,HPX,True,True,True,True
full,periportal,SYT7,True,True,True,True
full,periportal,LAMP1,True,True,True,True
full,periportal,ORM2,True,True,True,True
full,periportal,CLU,True,True,True,True
full,periportal,APOE,True,True,True,True
full,periportal,ATP5MC3,True,True,True,True
full,periportal,ANAPC11,True,True,True,True
full,periportal,SDC1,True,True,True,True
full,periportal,SAA4,True,True,True,True
full,periportal,FGB,True,True,True,True
full,periportal,PGLYRP2,True,True,True,True
full,periportal,ETFB,True,True,True,True
full,periportal,GLS2,True,True,True,True
full,periportal,AHSG,True,True,True,True
full,periportal,NDUFC2,True,True,True,True
full,periportal,PPIB,True,True,True,True
full,periportal,AMDHD1,True,True,True,True
full,periportal,FURIN,True,True,True,True
full,periportal,B2M,True,True,True,True
full,periportal,GCHFR,True,True,True,True
full,periportal,GC,True,True,True,True
full,periportal,AGT,True,True,True,True
full,periportal,SERPINC1,True,True,True,True
full,periportal,DBI,True,True,True,True
full,periportal,CLDN1,True,True,True,True
full,periportal,LBP,True,True,True,True
full,periportal,ITIH2,True,True,True,True
full,periportal,PRKACA,True,True,True,True
full,periportal,CFB,True,True,True,True
full,periportal,CLPTM1L,True,True,True,True
full,periportal,LEPR,True,True,True,True
full,periportal,C3,True,True,True,True
full,periportal,NUCB1,True,True,True,True
full,periportal,PRDX2,True,True,True,True
full,periportal,PFN1,True,True,True,True
full,periportal,APOC1,True,True,True,True
full,periportal,CD74,True,True,True,True
full,periportal,NDUFB7,True,True,True,True
full,periportal,APOF,True,True,True,True
full,periportal,APOA2,True,True,True,True
full,periportal,ATOX1,True,True,True,True
full,periportal,LSR,True,True,True,True
full,periportal,APMAP,True,True,True,True
full,periportal,SLC7A2,True,True,True,True
full,periportal,PRG4,True,True,True,True
full,periportal,G0S2,True,True,True,True
full,periportal,SCD,True,True,True,True
full,periportal,METTL7A,True,True,True,True
full,periportal,SERPIND1,True,True,True,True
full,periportal,SERPINA5,True,True,True,True
full,periportal,MSRB2,True,True,True,True
full,periportal,RIDA,True,True,True,True
full,periportal,CD63,True,True,True,True
full,periportal,SOD1,True,True,True,True
full,periportal,METTL7B,True,True,True,True
full,periportal,APP,True,True,True,True
full,periportal,PTMS,True,True,True,True
full,periportal,CAMK2N1,True,True,True,True
full,periportal,ANG,True,True,True,True
full,periportal,EEF2,True,True,True,True
full,periportal,SERPING1,True,True,True,True
full,periportal,FGL1,True,True,True,True
full,periportal,TMSB4X,True,True,True,True
full,periportal,STEAP3,True,True,True,True
full,periportal,BEX3,True,True,True,True
full,periportal,PSAP,True,True,True,True
full,periportal,RBP4,True,True,True,True
full,periportal,FGG,True,True,True,True
full,periportal,SEPHS2,True,True,True,True
full,periportal,PRDX6,True,True,True,True
full,periportal,EBP,True,True,True,True
full,periportal,HSPB1,True,True,True,True
full,periportal,CTSD,True,True,True,True
full,periportal,RRBP1,True,True,True,True
full,periportal,DHCR7,True,True,True,True
full,periportal,MYDGF,True,True,True,True
full,periportal,ECH1,True,True,True,True
full,periportal,CPN2,True,True,True,True
full,periportal,CST3,True,True,True,True
full,periportal,SPRYD4,True,True,True,True
full,periportal,AHCY,True,True,True,True
full,periportal,CTSB,True,True,True,True
full,periportal,ENO3,True,True,True,True
full,periportal,EMC10,True,True,True,True
full,periportal,ZG16,True,True,True,True
full,periportal,BAG1,True,True,True,True
full,periportal,SLC40A1,True,True,True,True
full,periportal,MAN1A1,True,True,True,True
full,periportal,ACAA2,True,True,True,True
full,periportal,TM4SF4,True,True,True,True
full,periportal,HSD17B2,True,True,True,True
full,periportal,KRT8,True,True,True,True
full,periportal,CA2,True,True,True,True
full,periportal,PCBD1,True,True,True,True
full,periportal,ST6GAL1,True,True,True,True
full,periportal,MGST1,True,True,True,True
full,periportal,LY6E,True,True,True,True
full,periportal,IGFBP4,True,True,True,True
full,periportal,APCS,True,True,True,True
full,periportal,ZNHIT1,True,True,True,True
full,periportal,SERPINF1,True,True,True,True
full,periportal,EI24,True,True,True,True
full,periportal,PLG,True,True,True,True
full,periportal,YIPF3,True,True,True,True
full,periportal,EPHX1,True,True,True,True
full,periportal,DRAP1,True,True,True,True
full,periportal,XBP1,True,True,True,True
full,periportal,PEBP1,True,True,True,True
full,periportal,TXNDC5,True,True,True,True
full,periportal,UQCRC1,True,True,True,True
full,periportal,TRIR,True,True,True,True
full,periportal,SERPINA6,True,True,True,True
full,periportal,LMAN2,True,True,True,True
full,periportal,SDF4,True,True,True,True
full,periportal,PGRMC1,True,True,True,True
full,periportal,GPX4,True,True,True,True
full,periportal,CYC1,True,True,True,True
full,periportal,CD151,True,True,True,True
full,periportal,TST,True,True,True,True
full,periportal,IDH2,True,True,True,True
full,periportal,GATM,True,True,True,True
full,periportal,SERPINA4,True,True,True,True
full,periportal,BST2,True,True,True,True
full,periportal,FN1,True,True,True,True
full,periportal,ATP5IF1,True,True,True,True
full,periportal,APOC2,True,True,True,True
full,periportal,HADHA,True,True,True,True
full,periportal,IGF1,True,True,True,True
full,periportal,ACTB,True,True,True,True
full,periportal,F9,True,True,True,True
full,periportal,TMEM176B,True,True,True,True
full,periportal,AADAC,True,True,True,True
full,periportal,PXMP2,True,True,True,True
full,periportal,C9,True,True,True,True
full,periportal,TMBIM6,True,True,True,True
full,periportal,FAH,True,True,True,True
full,periportal,HABP2,True,True,True,True
full,periportal,PCYOX1,True,True,True,True
full,periportal,TAPBP,True,True,True,True
full,periportal,HPR,True,True,True,True
full,periportal,IGFALS,True,True,True,True
full,periportal,F2,True,True,True,True
full,periportal,SLC16A2,True,True,True,True
full,periportal,ASGR2,True,True,True,True
full,periportal,SLC2A9,True,True,True,True
full,periportal,SIGMAR1,True,True,True,True
full,periportal,PMVK,True,True,True,True
full,periportal,FTH1,True,True,True,True
full,periportal,RDH16,True,True,True,True
full,periportal,SLC22A1,True,True,True,True
full,periportal,HDGF,True,True,True,True
full,periportal,EIF4H,True,True,True,True
full,periportal,SERPINA10,True,True,True,True
full,periportal,DDT,True,True,True,True
full,periportal,UBXN6,True,True,True,True
full,periportal,LRPAP1,True,True,True,True
full,periportal,FBP1,True,True,True,True
full,periportal,GLT1D1,True,True,True,True
full,periportal,TMEM176A,True,True,True,True
full,periportal,MT1X,True,True,True,True
full,periportal,C2,True,True,True,True
full,periportal,FIS1,True,True,True,True
full,periportal,C8G,True,True,True,True
full,periportal,TUFM,True,True,True,True
full,periportal,C4orf3,True,True,True,True
full,periportal,ABHD2,True,True,True,True
full,periportal,DECR1,True,True,True,True
full,periportal,CYP2C18,True,True,True,True
full,periportal,TM4SF5,True,True,True,True
full,periportal,SLC10A1,True,True,True,True
full,periportal,MAOB,True,True,True,True
full,periportal,F10,True,True,True,True
full,periportal,APOB,True,True,True,True
full,periportal,ALDH2,True,True,True,True
full,periportal,ECHS1,True,True,True,True
full,periportal,PRAP1,True,True,True,True
full,periportal,BLVRB,True,True,True,True
full,periportal,C4BPA,True,True,True,True
full,periportal,SLC37A4,True,True,True,True
full,periportal,FXYD1,True,True,True,True
full,periportal,POLDIP2,True,True,True,True
full,periportal,GJB1,True,True,True,True
full,periportal,DHCR24,True,True,True,True
full,periportal,MGLL,True,True,True,True
full,periportal,HSD17B13,True,True,True,True
full,periportal,ITIH1,True,True,True,True
full,periportal,C1S,True,True,True,True
full,periportal,CES2,True,True,True,True
full,periportal,CTSZ,True,True,True,True
full,periportal,BRI3,True,True,True,True
full,periportal,EBPL,True,True,True,True
full,periportal,MGAT1,True,True,True,True
full,periportal,SERPINF2,True,True,True,True
full,periportal,ASPG,True,True,True,True
full,periportal,CIDEB,True,True,True,True
full,periportal,MLEC,True,True,True,True
full,periportal,F11R,True,True,True,True
full,periportal,HSD17B10,True,True,True,True
full,periportal,ANXA4,True,True,True,True
full,periportal,ERGIC3,True,True,True,True
full,periportal,GUSB,True,True,True,True
full,periportal,SLC38A4,True,True,True,True
full,periportal,GSTA1,True,True,True,True
full,periportal,LMNA,True,True,True,True
full,periportal,PON3,True,True,True,True
full,periportal,GAMT,True,True,True,True
full,periportal,CERS2,True,True,True,True
full,periportal,APOH,True,True,True,True
full,periportal,ACMSD,True,True,True,True
full,periportal,CD14,True,True,True,True
full,periportal,TPP1,True,True,True,True
full,periportal,CXCL2,True,True,True,True
full,periportal,TFR2,True,True,True,True
full,periportal,MGST2,True,True,True,True
full,periportal,AGMAT,True,True,True,True
full,periportal,CMPK1,True,True,True,True
full,periportal,ANGPTL3,True,True,True,True
full,periportal,RNASE4,True,True,True,True
full,periportal,QDPR,True,True,True,True
full,periportal,GGCX,True,True,True,True
full,periportal,HAO1,True,True,True,True
full,periportal,SUMF2,True,True,True,True
full,periportal,PEMT,True,True,True,True
full,periportal,CPB2,True,True,True,True
full,periportal,TMEM219,True,True,True,True
full,periportal,NDUFV1,True,True,True,True
full,periportal,UROC1,True,True,True,True
full,periportal,HSD17B6,True,True,True,True
full,periportal,SELENOH,True,True,True,True
full,periportal,MPST,True,True,True,True
full,periportal,HMGCS2,True,True,True,True
full,periportal,SYAP1,True,True,True,True
full,periportal,LCAT,True,True,True,True
full,periportal,AHNAK,True,True,True,True
full,periportal,HSD17B11,True,True,True,True
full,periportal,CRK,True,True,True,True
full,periportal,LIPC,True,True,True,True
full,periportal,PCSK6,True,True,True,True
full,periportal,SEC62,True,True,True,True
full,periportal,NIPSNAP1,True,True,True,True
full,periportal,PNPO,True,True,True,True
full,periportal,ALDH6A1,True,True,True,True
full,periportal,NID1,True,True,True,True
full,periportal,SIGIRR,True,True,True,True
full,periportal,ANPEP,True,True,True,True
full,periportal,SLC43A3,True,True,True,True
full,periportal,SELENOP,True,True,True,True
full,periportal,ATF5,True,True,True,True
full,periportal,APOL6,True,True,True,True
full,periportal,SDC2,True,True,True,True
full,periportal,MT2A,True,True,True,True
full,periportal,DNAJC22,True,True,True,True
full,periportal,SDC4,True,True,True,True
full,periportal,MLF2,True,True,True,True
full,periportal,NUPR1,True,True,True,True
full,periportal,HNRNPF,True,True,True,True
full,periportal,CREB3L3,True,True,True,True
full,periportal,OS9,True,True,True,True
full,periportal,HMGCL,True,True,True,True
full,periportal,AGPAT2,True,True,True,True
full,periportal,NINL,True,True,True,True
full,periportal,RBM47,True,True,True,True
full,periportal,FCGRT,True,True,True,True
full,periportal,ALDH4A1,True,True,True,True
full,periportal,C1R,True,True,True,True
full,periportal,NDUFS2,True,True,True,True
full,periportal,COMT,True,True,True,True
full,periportal,PLEC,True,True,True,True
full,periportal,CAT,True,True,True,True
full,periportal,PPP1R1A,True,True,True,True
full,periportal,NR2F6,True,True,True,True
full,periportal,ADI1,True,True,True,True
full,periportal,GAA,True,True,True,True
full,periportal,OXER1,True,True,True,True
full,periportal,AGRN,True,True,True,True
full,periportal,GPLD1,True,True,True,True
full,periportal,TOLLIP,True,True,True,True
full,periportal,PLD3,True,True,True,True
full,periportal,KIAA1671,True,True,True,True
full,periportal,DENND11,True,True,True,True
full,periportal,USF2,True,True,True,True
full,periportal,PCK2,True,True,True,True
full,periportal,HPD,True,True,True,True
full,periportal,MGMT,True,True,True,True
full,periportal,PRXL2A,True,True,True,True
full,periportal,DUSP10,True,True,True,True
full,periportal,ALDH8A1,True,True,True,True
full,periportal,QPRT,True,True,True,True
full,periportal,ABAT,True,True,True,True
full,periportal,AKAP1,True,True,True,True
full,periportal,TMEM129,True,True,True,True
full,periportal,ACADS,True,True,True,True
full,periportal,BTD,True,True,True,True
full,periportal,ADGRA3,True,True,True,True
full,periportal,ZC3H13,True,True,True,True
full,periportal,CNBP,True,True,True,True
full,periportal,NFE2L1,True,True,True,True
full,periportal,APOM,True,True,True,True
full,periportal,XDH,True,True,True,True
full,periportal,CYP27A1,True,True,True,True
full,periportal,PON2,True,True,True,True
full,periportal,APLP2,True,True,True,True
full,periportal,ZGPAT,True,True,True,True
full,periportal,CYP8B1,True,True,True,True
full,periportal,CALD1,True,True,True,True
full,periportal,AMN,True,True,True,True
full,periportal,EPN1,True,True,True,True
full,periportal,CES1,True,True,True,True
full,periportal,AAMP,True,True,True,True
full,periportal,VNN1,True,True,True,True
full,periportal,PGM1,True,True,True,True
full,periportal,ALDH7A1,True,True,True,True
full,periportal,CYP2C9,True,True,True,True
full,periportal,OAF,True,True,True,True
full,periportal,CYB5R3,True,True,True,True
full,periportal,PGRMC2,True,True,True,True
full,periportal,CMBL,True,True,True,True
full,periportal,NEK6,True,True,True,True
full,periportal,C5,True,True,True,True
full,periportal,ZC3H7B,True,True,True,True
full,periportal,MBL2,True,True,True,True
full,periportal,FETUB,True,True,True,True
full,periportal,PUF60,True,True,True,True
full,periportal,PPFIBP1,True,True,True,True
full,periportal,LONP2,True,True,True,True
full,periportal,HEBP2,True,True,True,True
expanded,pericentral,SLCO1B3,True,True,True,True
expanded,pericentral,CYP3A4,True,True,True,True
expanded,pericentral,ALAS1,True,True,True,True
expanded,pericentral,AOX1,True,True,True,True
expanded,pericentral,CYP2E1,True,True,True,True
expanded,pericentral,GSTA2,True,True,True,True
expanded,pericentral,ADH1B,True,True,True,True
expanded,pericentral,APOA5,True,True,True,True
expanded,pericentral,ADH1A,True,True,True,True
expanded,pericentral,TSKU,True,True,True,True
expanded,pericentral,ADH4,True,True,True,True
expanded,pericentral,REEP6,True,True,True,True
expanded,pericentral,THRSP,True,True,True,True
expanded,pericentral,AKR1D1,True,True,True,True
expanded,pericentral,DCXR,True,True,True,True
expanded,pericentral,ALDH1L1,True,True,True,True
expanded,pericentral,AMACR,True,True,True,True
expanded,pericentral,UGT2B4,True,True,True,True
expanded,pericentral,NADK2,True,True,True,True
expanded,pericentral,FMO3,True,True,True,True
expanded,pericentral,AKR1,False,False,True,False
expanded,pericentral,RHBG,True,True,True,True
expanded,pericentral,ELN,True,True,True,True
expanded,pericentral,SERPINE1,True,True,True,True
expanded,pericentral,TBX3,True,True,True,True
expanded,pericentral,GLUL,True,True,True,True
expanded,pericentral,PGGHG,True,True,True,True
expanded,pericentral,PLIN1,True,True,True,True
expanded,pericentral,NAGS,True,True,True,True
expanded,pericentral,CYP1A2,True,True,True,True
expanded,pericentral,KIF12,True,True,True,True
expanded,pericentral,GPAM,True,True,True,True
expanded,pericentral,CYP3A43,True,True,True,True
expanded,pericentral,FBXO31,True,True,True,True
expanded,pericentral,SREBF1,True,True,True,True
expanded,pericentral,FASN,True,True,True,True
expanded,pericentral,DUSP1,True,True,True,True
expanded,pericentral,PPP1R3B,True,True,True,True
expanded,pericentral,ASPSCR1,True,True,True,True
expanded,pericentral,GADD45G,True,True,True,True
expanded,pericentral,ACSL5,True,True,True,True
expanded,pericentral,ADAMTSL4,True,True,True,True
expanded,pericentral,SLC6A12,True,True,True,True
expanded,pericentral,DMRTA1,True,True,True,True
expanded,pericentral,UGT1A1,True,True,True,True
expanded,pericentral,CTNNA3,True,True,True,True
expanded,pericentral,SEC31B,True,True,True,True
expanded,pericentral,CLMN,True,True,True,True
expanded,pericentral,SLC22A3,True,True,True,True
expanded,pericentral,ITPR2,True,True,True,True
expanded,pericentral,HSD17B14,True,True,True,True
expanded,pericentral,TPRG1,True,True,True,True
expanded,pericentral,CES4A,True,True,True,True
expanded,pericentral,D2HGDH,True,True,True,True
expanded,pericentral,ALS2CL,True,True,True,True
expanded,pericentral,RAD54L2,True,True,True,True
expanded,pericentral,ACSF2,True,True,True,True
expanded,pericentral,SLC25A25,True,True,True,True
expanded,pericentral,LAMA5,True,True,True,True
expanded,pericentral,ZFP36L2,True,True,True,True
expanded,pericentral,FAM118A,True,True,True,True
expanded,pericentral,SRRM2,True,True,True,True
expanded,pericentral,ZPR1,True,True,True,True
expanded,pericentral,RGL2,True,True,True,True
expanded,pericentral,MLXIPL,True,True,True,True
expanded,pericentral,ADRA1A,True,True,True,True
expanded,pericentral,TPPP2,True,True,True,True
expanded,pericentral,PRSS53,True,True,True,True
expanded,pericentral,GPHN,True,True,True,True
expanded,pericentral,CACNA1H,True,True,True,True
expanded,pericentral,ADRA1B,True,True,True,True
expanded,pericentral,AMPD2,True,True,True,True
expanded,pericentral,KAT2A,True,True,True,True
expanded,pericentral,KIFC2,True,True,True,True
expanded,pericentral,ENGASE,True,True,True,True
expanded,pericentral,SHROOM1,True,True,True,True
expanded,pericentral,CYP4F12,True,True,True,True
expanded,pericentral,TSC22D3,True,True,True,True
expanded,pericentral,KDM2B,True,True,True,True
expanded,pericentral,DOT1L,True,True,True,True
expanded,pericentral,PITPNM2,True,True,True,True
expanded,pericentral,MRNIP,True,True,True,True
expanded,pericentral,HLF,True,True,True,True
expanded,pericentral,ABCA8,True,True,True,True
expanded,pericentral,FOS,True,True,True,True
expanded,pericentral,BMP1,True,True,True,True
expanded,pericentral,TSPOAP1,True,True,True,True
expanded,pericentral,SULT2A1,True,True,True,True
expanded,pericentral,WDR33,True,True,True,True
expanded,pericentral,SS18L1,True,True,True,True
expanded,pericentral,MBD6,True,True,True,True
expanded,pericentral,TRPM7,True,True,True,True
expanded,pericentral,AKNA,True,True,True,True
expanded,pericentral,PFKFB1,True,True,True,True
expanded,periportal,HAMP,True,True,True,True
expanded,periportal,ASS1,True,True,True,True
expanded,periportal,ALDOB,True,True,True,True
expanded,periportal,SLC38A4,True,True,True,True
expanded,periportal,SERPINA1,True,True,True,True
expanded,periportal,APOA1,True,True,True,True
expanded,periportal,F9,True,True,True,True
expanded,periportal,TAT,True,True,True,True
expanded,periportal,HP,True,True,True,True
expanded,periportal,FABP1,True,True,True,True
expanded,periportal,C8G,True,True,True,True
expanded,periportal,APOF,True,True,True,True
expanded,periportal,CFHR3,True,True,True,True
expanded,periportal,LBP,True,True,True,True
expanded,periportal,FGA,True,True,True,True
expanded,periportal,SERPINA11,True,True,True,True
expanded,periportal,HPX,True,True,True,True
expanded,periportal,FGB,True,True,True,True
expanded,periportal,FGG,True,True,True,True
expanded,periportal,TF,True,True,True,True
expanded,periportal,CRP,True,True,True,True
expanded,periportal,FGFR2,True,True,True,True
expanded,periportal,HAL,True,True,True,True
expanded,periportal,IGFBP2,True,True,True,True
expanded,periportal,COX6A1,True,True,True,True
expanded,periportal,SDS,True,True,True,True
expanded,periportal,TTR,True,True,True,True
expanded,periportal,RDH11,True,True,True,True
expanded,periportal,NNMT,True,True,True,True
expanded,periportal,COX8A,True,True,True,True
expanded,periportal,HRG,True,True,True,True
expanded,periportal,ORM1,True,True,True,True
expanded,periportal,FTL,True,True,True,True
expanded,periportal,COX4I1,True,True,True,True
expanded,periportal,APOC3,True,True,True,True
expanded,periportal,PRDX4,True,True,True,True
expanded,periportal,A2M,True,True,True,True
expanded,periportal,ALB,True,True,True,True
expanded,periportal,IFITM3,True,True,True,True
expanded,periportal,VTN,True,True,True,True
expanded,periportal,ROMO1,True,True,True,True
expanded,periportal,NDUFA2,True,True,True,True
expanded,periportal,HSPA8,True,True,True,True
expanded,periportal,SERPINA3,True,True,True,True
expanded,periportal,AMBP,True,True,True,True
expanded,periportal,PCOLCE,True,True,True,True
expanded,periportal,LRG1,True,True,True,True
expanded,periportal,SYT7,True,True,True,True
expanded,periportal,LAMP1,True,True,True,True
expanded,periportal,ORM2,True,True,True,True
expanded,periportal,CLU,True,True,True,True
expanded,periportal,APOE,True,True,True,True
expanded,periportal,ATP5MC3,True,True,True,True
expanded,periportal,ANAPC11,True,True,True,True
expanded,periportal,SDC1,True,True,True,True
expanded,periportal,SAA4,True,True,True,True
expanded,periportal,PGLYRP2,True,True,True,True
expanded,periportal,ETFB,True,True,True,True
expanded,periportal,GLS2,True,True,True,True
expanded,periportal,AHSG,True,True,True,True
expanded,periportal,NDUFC2,True,True,True,True
expanded,periportal,PPIB,True,True,True,True
expanded,periportal,AMDHD1,True,True,True,True
expanded,periportal,FURIN,True,True,True,True
expanded,periportal,B2M,True,True,True,True
expanded,periportal,GCHFR,True,True,True,True
expanded,periportal,GC,True,True,True,True
expanded,periportal,AGT,True,True,True,True
expanded,periportal,SERPINC1,True,True,True,True
expanded,periportal,DBI,True,True,True,True
expanded,periportal,CLDN1,True,True,True,True
expanded,periportal,ITIH2,True,True,True,True
expanded,periportal,PRKACA,True,True,True,True
expanded,periportal,CFB,True,True,True,True
expanded,periportal,CLPTM1L,True,True,True,True
expanded,periportal,LEPR,True,True,True,True
expanded,periportal,C3,True,True,True,True
expanded,periportal,NUCB1,True,True,True,True
expanded,periportal,PRDX2,True,True,True,True
expanded,periportal,PFN1,True,True,True,True
expanded,periportal,APOC1,True,True,True,True
expanded,periportal,CD74,True,True,True,True
expanded,periportal,NDUFB7,True,True,True,True
expanded,periportal,APOA2,True,True,True,True
expanded,periportal,ATOX1,True,True,True,True
expanded,periportal,LSR,True,True,True,True
core,pericentral,SLCO1B3,True,True,True,True
core,pericentral,CYP3A4,True,True,True,True
core,pericentral,ALAS1,True,True,True,True
core,pericentral,AOX1,True,True,True,True
core,pericentral,CYP2E1,True,True,True,True
core,pericentral,GSTA2,True,True,True,True
core,pericentral,ADH1B,True,True,True,True
core,pericentral,APOA5,True,True,True,True
core,pericentral,ADH1A,True,True,True,True
core,pericentral,TSKU,True,True,True,True
core,pericentral,ADH4,True,True,True,True
core,pericentral,REEP6,True,True,True,True
core,pericentral,THRSP,True,True,True,True
core,pericentral,AKR1D1,True,True,True,True
core,pericentral,DCXR,True,True,True,True
core,pericentral,ALDH1L1,True,True,True,True
core,pericentral,AMACR,True,True,True,True
core,pericentral,UGT2B4,True,True,True,True
core,pericentral,NADK2,True,True,True,True
core,pericentral,FMO3,True,True,True,True
core,periportal,HAMP,True,True,True,True
core,periportal,ASS1,True,True,True,True
core,periportal,ALDOB,True,True,True,True
core,periportal,SLC38A4,True,True,True,True
core,periportal,SERPINA1,True,True,True,True
core,periportal,APOA1,True,True,True,True
core,periportal,F9,True,True,True,True
core,periportal,TAT,True,True,True,True
core,periportal,HP,True,True,True,True
core,periportal,FABP1,True,True,True,True
core,periportal,C8G,True,True,True,True
core,periportal,APOF,True,True,True,True
core,periportal,CFHR3,True,True,True,True
core,periportal,LBP,True,True,True,True
core,periportal,FGA,True,True,True,True
core,periportal,SERPINA11,True,True,True,True
core,periportal,HPX,True,True,True,True
core,periportal,FGB,True,True,True,True
core,periportal,FGG,True,True,True,True
core,periportal,TF,True,True,True,True
paper2_landmark,pericentral,SLCO1B3,True,True,True,True
paper2_landmark,pericentral,CYP3A4,True,True,True,True
paper2_landmark,pericentral,ALAS1,True,True,True,True
paper2_landmark,pericentral,AOX1,True,True,True,True
paper2_landmark,pericentral,CYP2E1,True,True,True,True
paper2_landmark,pericentral,GSTA2,True,True,True,True
paper2_landmark,pericentral,ADH1B,True,True,True,True
paper2_landmark,pericentral,APOA5,True,True,True,True
paper2_landmark,pericentral,ADH1A,True,True,True,True
paper2_landmark,pericentral,TSKU,True,True,True,True
paper2_landmark,pericentral,ADH4,True,True,True,True
paper2_landmark,pericentral,REEP6,True,True,True,True
paper2_landmark,pericentral,THRSP,True,True,True,True
paper2_landmark,pericentral,AKR1D1,True,True,True,True
paper2_landmark,pericentral,DCXR,True,True,True,True
paper2_landmark,pericentral,ALDH1L1,True,True,True,True
paper2_landmark,pericentral,AMACR,True,True,True,True
paper2_landmark,pericentral,UGT2B4,True,True,True,True
paper2_landmark,pericentral,NADK2,True,True,True,True
paper2_landmark,pericentral,FMO3,True,True,True,True
paper2_landmark,periportal,HAMP,True,True,True,True
paper2_landmark,periportal,ASS1,True,True,True,True
paper2_landmark,periportal,ALDOB,True,True,True,True
paper2_landmark,periportal,SLC38A4,True,True,True,True
paper2_landmark,periportal,SERPINA1,True,True,True,True
paper2_landmark,periportal,APOA1,True,True,True,True
paper2_landmark,periportal,F9,True,True,True,True
paper2_landmark,periportal,TAT,True,True,True,True
paper2_landmark,periportal,HP,True,True,True,True
paper2_landmark,periportal,FABP1,True,True,True,True
paper2_landmark,periportal,C8G,True,True,True,True
paper2_landmark,periportal,APOF,True,True,True,True
paper2_landmark,periportal,CFHR3,True,True,True,True
paper2_landmark,periportal,LBP,True,True,True,True
paper2_landmark,periportal,FGA,True,True,True,True
paper2_landmark,periportal,SERPINA11,True,True,True,True
paper2_landmark,periportal,HPX,True,True,True,True
paper2_landmark,periportal,FGB,True,True,True,True
paper2_landmark,periportal,FGG,True,True,True,True
paper2_landmark,periportal,TF,True,True,True,True
validation_anchors,pericentral,CYP2E1,True,True,True,True
validation_anchors,pericentral,CYP1A2,True,True,True,True
validation_anchors,pericentral,GLUL,True,True,True,True
validation_anchors,pericentral,PCK2,True,True,True,True
validation_anchors,periportal,ASS1,True,True,True,True
validation_anchors,periportal,ALDOB,True,True,True,True
validation_anchors,periportal,PCK1,True,True,True,True
validation_anchors,periportal,HAL,True,True,True,True
plasticity_markers,plasticity,KRT7,True,True,True,True
plasticity_markers,plasticity,KRT19,True,True,True,True
plasticity_markers,plasticity,SOX9,True,True,True,True
plasticity_markers,plasticity,SOX4,True,True,True,True
plasticity_markers,plasticity,KRT23,True,True,True,True
plasticity_markers,plasticity,NCAM1,True,True,True,True
